avg_grid,total_points,avg_position,circuitId,winner,name
4.318181818181818,519.0,6.681818181818182,1,1,Ferrari
4.318181818181818,519.0,6.681818181818182,1,0,Ferrari
5.9772727272727275,495.0,5.5227272727272725,1,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,1,0,Mercedes
13.045454545454545,33.0,14.272727272727273,1,0,Haas F1 Team
11.909090909090908,53.0,13.204545454545455,1,0,Alfa Romeo
10.068181818181818,170.0,9.863636363636363,1,0,Alpine F1 Team
11.5,35.0,13.522727272727273,1,0,AlphaTauri
10.068181818181818,170.0,9.863636363636363,1,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,1,0,Alfa Romeo
13.045454545454545,33.0,14.272727272727273,1,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,1,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,1,0,Williams
9.727272727272727,150.0,10.636363636363637,1,0,McLaren
9.727272727272727,150.0,10.636363636363637,1,0,McLaren
16.386363636363637,8.0,14.954545454545455,1,0,Williams
13.613636363636363,55.0,11.886363636363637,1,0,Aston Martin
4.113636363636363,724.0,4.454545454545454,1,0,Red Bull
4.113636363636363,724.0,4.454545454545454,1,0,Red Bull
11.5,35.0,13.522727272727273,1,0,AlphaTauri
4.113636363636363,724.0,4.454545454545454,21,1,Red Bull
4.318181818181818,519.0,6.681818181818182,21,0,Ferrari
4.318181818181818,519.0,6.681818181818182,21,0,Ferrari
4.113636363636363,724.0,4.454545454545454,21,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,21,0,Mercedes
10.068181818181818,170.0,9.863636363636363,21,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,21,0,McLaren
11.5,35.0,13.522727272727273,21,0,AlphaTauri
13.045454545454545,33.0,14.272727272727273,21,0,Haas F1 Team
5.9772727272727275,495.0,5.5227272727272725,21,0,Mercedes
11.909090909090908,53.0,13.204545454545455,21,0,Alfa Romeo
13.613636363636363,55.0,11.886363636363637,21,0,Aston Martin
13.613636363636363,55.0,11.886363636363637,21,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,21,0,Williams
11.909090909090908,53.0,13.204545454545455,21,0,Alfa Romeo
10.068181818181818,170.0,9.863636363636363,21,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,21,0,McLaren
16.386363636363637,8.0,14.954545454545455,21,0,Williams
11.5,35.0,13.522727272727273,21,0,AlphaTauri
13.045454545454545,33.0,14.272727272727273,21,0,Haas F1 Team
4.318181818181818,519.0,6.681818181818182,0,1,Ferrari
4.113636363636363,724.0,4.454545454545454,0,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,0,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,0,0,Mercedes
9.727272727272727,150.0,10.636363636363637,0,0,McLaren
9.727272727272727,150.0,10.636363636363637,0,0,McLaren
10.068181818181818,170.0,9.863636363636363,0,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,0,0,Alfa Romeo
11.5,35.0,13.522727272727273,0,0,AlphaTauri
16.386363636363637,8.0,14.954545454545455,0,0,Williams
11.909090909090908,53.0,13.204545454545455,0,0,Alfa Romeo
13.613636363636363,55.0,11.886363636363637,0,0,Aston Martin
13.045454545454545,33.0,14.272727272727273,0,0,Haas F1 Team
13.045454545454545,33.0,14.272727272727273,0,0,Haas F1 Team
11.5,35.0,13.522727272727273,0,0,AlphaTauri
16.386363636363637,8.0,14.954545454545455,0,0,Williams
10.068181818181818,170.0,9.863636363636363,0,0,Alpine F1 Team
4.113636363636363,724.0,4.454545454545454,0,0,Red Bull
13.613636363636363,55.0,11.886363636363637,0,0,Aston Martin
4.318181818181818,519.0,6.681818181818182,0,0,Ferrari
4.113636363636363,724.0,4.454545454545454,12,1,Red Bull
4.113636363636363,724.0,4.454545454545454,12,0,Red Bull
9.727272727272727,150.0,10.636363636363637,12,0,McLaren
5.9772727272727275,495.0,5.5227272727272725,12,0,Mercedes
11.909090909090908,53.0,13.204545454545455,12,0,Alfa Romeo
4.318181818181818,519.0,6.681818181818182,12,0,Ferrari
11.5,35.0,13.522727272727273,12,0,AlphaTauri
13.613636363636363,55.0,11.886363636363637,12,0,Aston Martin
13.045454545454545,33.0,14.272727272727273,12,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,12,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,12,0,Williams
11.5,35.0,13.522727272727273,12,0,AlphaTauri
5.9772727272727275,495.0,5.5227272727272725,12,0,Mercedes
10.068181818181818,170.0,9.863636363636363,12,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,12,0,Alfa Romeo
16.386363636363637,8.0,14.954545454545455,12,0,Williams
13.045454545454545,33.0,14.272727272727273,12,0,Haas F1 Team
9.727272727272727,150.0,10.636363636363637,12,0,McLaren
10.068181818181818,170.0,9.863636363636363,12,0,Alpine F1 Team
4.318181818181818,519.0,6.681818181818182,12,0,Ferrari
4.113636363636363,724.0,4.454545454545454,23,1,Red Bull
4.318181818181818,519.0,6.681818181818182,23,0,Ferrari
4.318181818181818,519.0,6.681818181818182,23,0,Ferrari
4.113636363636363,724.0,4.454545454545454,23,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,23,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,23,0,Mercedes
11.909090909090908,53.0,13.204545454545455,23,0,Alfa Romeo
10.068181818181818,170.0,9.863636363636363,23,0,Alpine F1 Team
16.386363636363637,8.0,14.954545454545455,23,0,Williams
13.613636363636363,55.0,11.886363636363637,23,0,Aston Martin
10.068181818181818,170.0,9.863636363636363,23,0,Alpine F1 Team
11.5,35.0,13.522727272727273,23,0,AlphaTauri
9.727272727272727,150.0,10.636363636363637,23,0,McLaren
16.386363636363637,8.0,14.954545454545455,23,0,Williams
13.045454545454545,33.0,14.272727272727273,23,0,Haas F1 Team
13.045454545454545,33.0,14.272727272727273,23,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,23,0,Aston Martin
11.5,35.0,13.522727272727273,23,0,AlphaTauri
9.727272727272727,150.0,10.636363636363637,23,0,McLaren
11.909090909090908,53.0,13.204545454545455,23,0,Alfa Romeo
4.113636363636363,724.0,4.454545454545454,2,1,Red Bull
4.113636363636363,724.0,4.454545454545454,2,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,2,0,Mercedes
4.318181818181818,519.0,6.681818181818182,2,0,Ferrari
5.9772727272727275,495.0,5.5227272727272725,2,0,Mercedes
11.909090909090908,53.0,13.204545454545455,2,0,Alfa Romeo
10.068181818181818,170.0,9.863636363636363,2,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,2,0,McLaren
10.068181818181818,170.0,9.863636363636363,2,0,Alpine F1 Team
11.5,35.0,13.522727272727273,2,0,AlphaTauri
13.613636363636363,55.0,11.886363636363637,2,0,Aston Martin
9.727272727272727,150.0,10.636363636363637,2,0,McLaren
11.5,35.0,13.522727272727273,2,0,AlphaTauri
13.045454545454545,33.0,14.272727272727273,2,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,2,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,2,0,Williams
13.045454545454545,33.0,14.272727272727273,2,0,Haas F1 Team
16.386363636363637,8.0,14.954545454545455,2,0,Williams
11.909090909090908,53.0,13.204545454545455,2,0,Alfa Romeo
4.318181818181818,519.0,6.681818181818182,2,0,Ferrari
4.113636363636363,724.0,4.454545454545454,3,1,Red Bull
4.318181818181818,519.0,6.681818181818182,3,0,Ferrari
4.113636363636363,724.0,4.454545454545454,3,0,Red Bull
4.318181818181818,519.0,6.681818181818182,3,0,Ferrari
5.9772727272727275,495.0,5.5227272727272725,3,0,Mercedes
9.727272727272727,150.0,10.636363636363637,3,0,McLaren
10.068181818181818,170.0,9.863636363636363,3,0,Alpine F1 Team
5.9772727272727275,495.0,5.5227272727272725,3,0,Mercedes
11.909090909090908,53.0,13.204545454545455,3,0,Alfa Romeo
13.613636363636363,55.0,11.886363636363637,3,0,Aston Martin
11.5,35.0,13.522727272727273,3,0,AlphaTauri
10.068181818181818,170.0,9.863636363636363,3,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,3,0,McLaren
13.613636363636363,55.0,11.886363636363637,3,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,3,0,Williams
11.909090909090908,53.0,13.204545454545455,3,0,Alfa Romeo
11.5,35.0,13.522727272727273,3,0,AlphaTauri
16.386363636363637,8.0,14.954545454545455,3,0,Williams
13.045454545454545,33.0,14.272727272727273,3,0,Haas F1 Team
13.045454545454545,33.0,14.272727272727273,3,0,Haas F1 Team
4.113636363636363,724.0,4.454545454545454,20,1,Red Bull
4.113636363636363,724.0,4.454545454545454,20,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,20,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,20,0,Mercedes
11.5,35.0,13.522727272727273,20,0,AlphaTauri
13.613636363636363,55.0,11.886363636363637,20,0,Aston Martin
10.068181818181818,170.0,9.863636363636363,20,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,20,0,McLaren
9.727272727272727,150.0,10.636363636363637,20,0,McLaren
10.068181818181818,170.0,9.863636363636363,20,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,20,0,Alfa Romeo
16.386363636363637,8.0,14.954545454545455,20,0,Williams
11.5,35.0,13.522727272727273,20,0,AlphaTauri
13.045454545454545,33.0,14.272727272727273,20,0,Haas F1 Team
16.386363636363637,8.0,14.954545454545455,20,0,Williams
13.613636363636363,55.0,11.886363636363637,20,0,Aston Martin
13.045454545454545,33.0,14.272727272727273,20,0,Haas F1 Team
11.909090909090908,53.0,13.204545454545455,20,0,Alfa Romeo
4.318181818181818,519.0,6.681818181818182,20,0,Ferrari
4.318181818181818,519.0,6.681818181818182,20,0,Ferrari
4.113636363636363,724.0,4.454545454545454,4,1,Red Bull
4.318181818181818,519.0,6.681818181818182,4,0,Ferrari
5.9772727272727275,495.0,5.5227272727272725,4,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,4,0,Mercedes
4.318181818181818,519.0,6.681818181818182,4,0,Ferrari
10.068181818181818,170.0,9.863636363636363,4,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,4,0,Alfa Romeo
11.909090909090908,53.0,13.204545454545455,4,0,Alfa Romeo
10.068181818181818,170.0,9.863636363636363,4,0,Alpine F1 Team
13.613636363636363,55.0,11.886363636363637,4,0,Aston Martin
9.727272727272727,150.0,10.636363636363637,4,0,McLaren
13.613636363636363,55.0,11.886363636363637,4,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,4,0,Williams
11.5,35.0,13.522727272727273,4,0,AlphaTauri
9.727272727272727,150.0,10.636363636363637,4,0,McLaren
16.386363636363637,8.0,14.954545454545455,4,0,Williams
13.045454545454545,33.0,14.272727272727273,4,0,Haas F1 Team
11.5,35.0,13.522727272727273,4,0,AlphaTauri
13.045454545454545,33.0,14.272727272727273,4,0,Haas F1 Team
4.113636363636363,724.0,4.454545454545454,4,0,Red Bull
4.318181818181818,519.0,6.681818181818182,5,1,Ferrari
4.113636363636363,724.0,4.454545454545454,5,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,5,0,Mercedes
4.318181818181818,519.0,6.681818181818182,5,0,Ferrari
10.068181818181818,170.0,9.863636363636363,5,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,5,0,McLaren
4.113636363636363,724.0,4.454545454545454,5,0,Red Bull
13.045454545454545,33.0,14.272727272727273,5,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,5,0,Aston Martin
13.045454545454545,33.0,14.272727272727273,5,0,Haas F1 Team
13.613636363636363,55.0,11.886363636363637,5,0,Aston Martin
16.386363636363637,8.0,14.954545454545455,5,0,Williams
9.727272727272727,150.0,10.636363636363637,5,0,McLaren
11.5,35.0,13.522727272727273,5,0,AlphaTauri
10.068181818181818,170.0,9.863636363636363,5,0,Alpine F1 Team
11.5,35.0,13.522727272727273,5,0,AlphaTauri
11.909090909090908,53.0,13.204545454545455,5,0,Alfa Romeo
5.9772727272727275,495.0,5.5227272727272725,5,0,Mercedes
11.909090909090908,53.0,13.204545454545455,5,0,Alfa Romeo
16.386363636363637,8.0,14.954545454545455,5,0,Williams
4.318181818181818,519.0,6.681818181818182,19,1,Ferrari
4.113636363636363,724.0,4.454545454545454,19,0,Red Bull
5.9772727272727275,495.0,5.5227272727272725,19,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,19,0,Mercedes
10.068181818181818,170.0,9.863636363636363,19,0,Alpine F1 Team
13.045454545454545,33.0,14.272727272727273,19,0,Haas F1 Team
9.727272727272727,150.0,10.636363636363637,19,0,McLaren
13.045454545454545,33.0,14.272727272727273,19,0,Haas F1 Team
9.727272727272727,150.0,10.636363636363637,19,0,McLaren
10.068181818181818,170.0,9.863636363636363,19,0,Alpine F1 Team
11.909090909090908,53.0,13.204545454545455,19,0,Alfa Romeo
16.386363636363637,8.0,14.954545454545455,19,0,Williams
13.613636363636363,55.0,11.886363636363637,19,0,Aston Martin
11.909090909090908,53.0,13.204545454545455,19,0,Alfa Romeo
11.5,35.0,13.522727272727273,19,0,AlphaTauri
11.5,35.0,13.522727272727273,19,0,AlphaTauri
13.613636363636363,55.0,11.886363636363637,19,0,Aston Martin
4.318181818181818,519.0,6.681818181818182,19,0,Ferrari
16.386363636363637,8.0,14.954545454545455,19,0,Williams
4.113636363636363,724.0,4.454545454545454,19,0,Red Bull
4.113636363636363,724.0,4.454545454545454,16,1,Red Bull
5.9772727272727275,495.0,5.5227272727272725,16,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,16,0,Mercedes
4.113636363636363,724.0,4.454545454545454,16,0,Red Bull
4.318181818181818,519.0,6.681818181818182,16,0,Ferrari
10.068181818181818,170.0,9.863636363636363,16,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,16,0,McLaren
10.068181818181818,170.0,9.863636363636363,16,0,Alpine F1 Team
9.727272727272727,150.0,10.636363636363637,16,0,McLaren
13.613636363636363,55.0,11.886363636363637,16,0,Aston Martin
13.613636363636363,55.0,11.886363636363637,16,0,Aston Martin
11.5,35.0,13.522727272727273,16,0,AlphaTauri
16.386363636363637,8.0,14.954545454545455,16,0,Williams
11.909090909090908,53.0,13.204545454545455,16,0,Alfa Romeo
13.045454545454545,33.0,14.272727272727273,16,0,Haas F1 Team
11.909090909090908,53.0,13.204545454545455,16,0,Alfa Romeo
16.386363636363637,8.0,14.954545454545455,16,0,Williams
13.045454545454545,33.0,14.272727272727273,16,0,Haas F1 Team
4.318181818181818,519.0,6.681818181818182,16,0,Ferrari
11.5,35.0,13.522727272727273,16,0,AlphaTauri
4.113636363636363,724.0,4.454545454545454,6,1,Red Bull
5.9772727272727275,495.0,5.5227272727272725,6,0,Mercedes
5.9772727272727275,495.0,5.5227272727272725,6,0,Mercedes
4.318181818181818,519.0,6.681818181818182,6,0,Ferrari
